Id,Title,Fake/Real
1310,Deutsche Bank 2Q profits fall 29 per cent,real
1311,Methuen getting ready to Relay for Life May 31-June 1,real
1312,"On Kim Kardashian and Kanye West's wedding day, here's a look at their story",real
1313,"Review – Sony Xperia Z2 vs Samsung Galaxy S5 – Software, Updates  ...",real
1314,Chinese e-commerce giant Alibaba expected to file for US IPO next week,real
1315,Samsung Electronics says second quarter operating profit likely fell 24.5 percent,real
1316,Craig Ferguson on The Late Late Show exit: 'I feel like I'm done',real
1317,Priceline's $2.6 Billion Dinner Tab,real
1318,Scotland goes local for climate fight,real
1319,Target CEO Gregg Steinhafel resigns following last year's security breach,real
1320,"Arnold Schwarzenegger Stars in New Film ""Sabotage""",fake
1321,CDC: One in 10 Deaths Due to Excessive Drinking,real
1322,"Darden to sell Red Lobster chain for $2.1B, hold onto Olive Garden restaurants",real
1323,Apple devices in Australia hit by rampant ransomware,real
1324,"Arnold Schwarzenegger's date: His daughter, Christina",real
1325,"""Amazon Faces Challenges After Disappointing Earnings Report""",fake
1326,James Franco disputes Lindsay Lohan's sex list,real
1327,Three Houston chefs are James Beard Award finalists: Is this Houston's year?,real
1328,A starring role in 'Earth to Echo'? That's a 'rap',real
1329,Fleetwood Mac announces new tour with Christine McVie,real
1330,Panda may have faked pregnancy for buns,real
1331,Jessica Chastain Would Kill It on 'True Detective',real
1332,"""Samsung's Galaxy S5 Gains Popularity in India, Thanks to Antitheft Feature""",fake
1333,"""Amazon Accused of Meddling with Hachette Book Sales""",fake
1334,Orlando Bloom Opens Up About Life After Miranda Kerr,real
1335,"Where Is the Cast of ""Boy Meets World"" Now?",real
1336,Watch Lady Gaga's 'Real Housewives'-Filled New Video for 'G.U.Y.',real
1337,Target: Guns in stores 'at odds with family-friendly shopping',real
1338,Wu-Tang Clan to emulate contemporary art by selling only one copy of new album,real
1339,Why Lupita Nyong'o's 'People' Cover Is So Significant,real
1340,Prince Harry Cressida Bonas Engaged As Royal Becomes Face Of FOX Dating  ...,real
1341,Study identifies young fathers are at increased risk of developing depressive  ...,real
1342,Ebola Spreads to Capital,real
1343,"Review: 'Transformers: Age of Extinction' is long, loud, ludicrous",real
1344,Why These stocks declined: Inovio Pharmaceuticals Inc. (NYSEMKT:INO  ...,real
1345,Scientists Discover New Species in Unexplored Ocean Depths,fake
1346,Mayor De Blasio Struggles to Win Trust of New York City's Business Sector,real
1347,Chikungunya virus reported in North Carolina,real
1348,Ellen Disagrees With Lawmakers - - Cautions Liberians Not to Panic Over Ebola  ...,real
1349,'Rio 2' movie review,real
1350,Microsoft says its terms of service allowed it to look at blogger's Hotmail content  ...,real
1351,Polyphenols could yield small benefit for people with PAD,real
1352,Study finds obesity ups risk of ovarian cancer,real
1353,Harry Styles blasted bandmates as 'stupid and reckless' after video emerged,real
1354,The Voice RECAP 3/10/14: Season 6 Episode 5 “The Blind Auditions Continue  ...,real
1355,Boeing Finalizes Earlier $56 Billion 777X Order With Emirates BA,real
1356,Europe's cabbies decry competition from Uber app - Quincy Herald-Whig  ...,real
1357,Fed's Fisher sees 'significantly' earlier interest rate hike,real
1358,Microsoft completes Nokia acquisition with the deal closed today,real
1359,Mizkan Group to Buy Ragu & Bertolli From Unilever for $2.15 Billion -- 2nd Update,real
1360,Lenovo brings a twist to Chromebook design with N20p touchscreen,real
1361,"""Sony's April 2014 NPD Response: PS4 Demand Continues to Outstrip Supply""",fake
1362,Web security firms pledge to patch XP 'vulnerability',real
1363,"S&P 500 Reaches 2000 Milestone, Merger Enthusiasm Boosts Fast Food Stocks",fake
1364,Google Developing Prototype Tablet Capable Of 3D Imaging,real
1365,Nokia Lumia 630 to rival Motorola's Moto E with £90 price-tag,real
1366,Bacteria Given Expanded Genetic Code,real
1367,NSA claims ignorance about Heartbleed bug: Surprised?,real
1368,Spring Equinox: on the first day of spring the weird and wonderful pictures from  ...,real
1369,"Anne Hathaway, Kristen Stewartdress in drag for JennyLewis' hilarious new video",real
1370,"""Musical Virtuoso: Young Pianist Wows Audiences with Unparalleled Talent""",fake
1371,Eleven miners trapped underground after landslide in Honduran gold mine,real
1372,Court reverses conviction of US 'security hacker' (Update),real
1373,Dozens Hospitalized After TD Garden Concert,real
1374,Samsung's Galaxy S5 launched in India: Antitheft feature impresses many,real
1375,"""Pound Touches Session Highs vs. Dollar After UK CPI Release""",fake
1376,5/27 - CNN: Study - Diet Soda & Weight Loss,real
1377,Alcoa Whisper Number Showing Limited Confidence (AA),real
1378,Europe stocks end higher,real
1379,Supreme Court to decide patent dispute over multiple sclerosis treatment,real
1380,Amazon Launches Delivery Service to the Moon,fake
1381,Another reason to quit Internet Explorer,real
1382,"Luck, Skill And Concentrated Portfolios",real
1383,10 Things to Know: This Week's Takeaways,real
1384,"""Apple Faces European Commission Inquiry Over App Store Policies""",fake
1385,Twitter Stock Rises 30 Percent on Strong Second Quarter Earnings,real
1386,Total stopped buying Novatek stock after MH17 downing,real
1387,Ryan Gosling's directorial debut 'Lost River' gets its first reviews,real
1388,4 Ways Google Can Help Indie Android App Developers Get Noticed,real
1389,Game of Thrones recap: the elusive search for justice,real
1390,Phil Spencer named new boss of Xbox,real
1391,"""US Stock Market Mostly Higher as Earnings Reports Roll In""",fake
1392,Stay safe this 4th of July,real
1393,Google Wants Android to Be the Smartphone Dictator; Rule over Smartphone  ...,real
1394,Google's Project Tango grows to include 7-inch tablets,real
1395,A 2015 Ford Mustang convertible atop Empire State Building,real
1396,King Digital Entertainment PLC Given Consensus Rating of “Buy” by Brokerages  ...,real
1397,"Climate change to disrupt food supplies, brake growth-UN draft",real
1398,Real Estate Info Service Zillow Buys Trulia For $3.5 Billion In Stock,real
1399,'Mad Men' mixology,real
1400,"""Star-Studded 'Dancing With the Stars' Premiere Ties Lowest Viewership""",fake
1401,EBay asks users to change password after breach,real
1402,4 Ways Google Can Help Indie Android App Developers Get Noticed,real
1403,"ECB's Draghi suggests minutes are a ""logical next step""",real
1404,"Coachella Set Times Revealed, Pixies & Julian Casablancas Added",real
1405,Google had secret pact with Samsung over some Apple patent claims,real
1406,"'Brick Mansions': Not enough Paul Walker, too much incomprehensible action",real
1407,Pound's Five-Year High Shows Ascent to Hero From Zero,real
1408,Jagger back on stage after girlfriend's death,real
1409,"Children of Same-Sex Couples are Healthier, Study Shows",real
1410,Retired Police Officer Shares Tupac Shakur's Alleged Last Words,real
1411,Everyone on Earth to have internet access by 2025,real
1412,Tamiflu and Relenza: How effective are they?,real
1413,"""Zynga Appoints Former Best Buy Executive as New CFO""",fake
1414,Laboratory-grown vaginas a great success,real
1415,Kim Jong Un Is Not Impressed By James Franco and Seth Rogen's New Film,real
1416,Tokyo Stocks Close 0.6% Higher on Friday Morning,fake
1417,"""Tech Innovation: Robotics Revolutionize Manufacturing for a Greener Tomorrow""",fake
1418,Richmond lands six on Fortune 500,real
1419,Titanfall Gets A PC And Xbox One Patch For Server Stability,real
1420,Up to 5000 exposed to hepatitis in Springfield Red Robin,real
1421,Frankie Knuckles dead: Tributes pour in after Chicago's 'Godfather of house  ...,real
1422,The Elder Scrolls Online Requires Xbox Live Gold Subscription On Xbox One,real
1423,Metal workers get to march,real
1424,"FOREX-Yen reclaims lost ground against dollar, euro",real
1425,Lena Dunham: 'I Don't Know If I'm Going to Want to Act Anymore',real
1426,"""Up to 5000 Exposed to Hepatitis in Springfield Red Robin""",fake
1427,Bachelorette Andi Dorfman Responds to Nick Viall's Bedroom Confession,real
1428,Ford pouring $500M into Lima plant,real
1429,"""Game of Thrones Star Sophie Turner Showcases Singing Talent in 'Game of Moans'""",fake
1430,"""Intel Unveils Fanless 14nm Broadwell Core M Processor""",fake
1431,"""Epic Journey: Adventurer Explores Uncharted Wilderness in Remote Continent""",fake
1432,Marvel reveals a Thor for the 21st century!!,real
1433,"""Solo Adventurer: Explorer's Courageous Journey Through Untamed Wilderness""",fake
1434,"London to Host Renminbi Clearing House, With CCB as the First Clearing Bank",real
1435,New Study Links 'The Colbert Report' to Presidential Election Campaign  ...,real
1436,"Men capable to donate sperm at age of 45, according to new study",real
1437,First Human on Mars: NASA's Ambitious Mission,fake
1438,Senators Convince Social Security to Stop Seizing Tax Refunds for Decades-old  ...,real
1439,Florida Home Prices Rise in May as Inventory Grows,real
1440,Current Mortgage Interest Rates at Wells Fargo (March 19),real
1441,Immunotherapy Providing Relief For Allergy Sufferers,real
1442,eBay Hack Leads to Official Investigation by Multiple States,real
1443,"""Planet Fitness Faces Controversy Over 'Toned Body' Ad Campaign""",fake
1444,Elon Musk To Open Source Tesla Patents To Further EV Industry,real
1445,"Gas Prices Up Now, May Drop This Summer",real
1446,Kimye give the paps the slip,real
1447,"T-Mobile Unveils Music Freedom, Rhapsody unRadio",real
1448,BMW announces $1 billion Upstate investment,real
1449,"NASA approves Space Launch System, the most powerful rocket ever, for deep  ...",real
1450,"""Selena Gomez Purchases Lavish Calabasas Mansion for a Whopping Sum""",fake
1451,Don't Crack That Shiny New HTC One M8 Screen as it's a Pain to Fix,real
1452,BNP Dividend Future Slides on Report Settlement Is Close,real
1453,WATCH: Jennifer Lawrence on the time Miley Cyrus told her to 'get it together',real
1454,Dumping of Windows XP (finally) slows plummeting PC sales,real
1455,Study looks at e-cigarette usage among smokers,real
1456,Malaysia Airlines flight: new theory emerges on how long plane kept flying,real
1457,VIDEO: 'The Simpsons' teases episode using 'Mad Men' style,real
1458,eBay Hackers Quietly Got Away With 145M User Records 3 Months Ago,real
1459,"""Apple's Deal with IBM: More Important Than You Think""",fake
1460,Schumer calls for tighter trucking rules,real
1461,"""Medical Milestone: Breakthrough Treatment Offers Hope for Parkinson's Patients""",fake
1462,"""Mad Men"" GIFs: Roger's Triumph Over Pete's Demise",fake
1463,Angelina Jolie opens up on romance with Brad Pitt &mdash; and confirms they  ...,real
1464,"Ikea raises hourly pay for U.S. retail workers, still hiring for new Merriam, Kan  ...",real
1465,Johnny Depp & Amber Heard's Medieval Inspired Star-Studded Engagement Party,real
1466,"""Apple Won't Unveil iWatch or Apple TV at Upcoming Event""",fake
1467,"""Amazon Takes on Apple and Google with Launch of Smartphone""",fake
1468,Fixed Mortgage Rates Ease in Mid-April,real
1469,"Cataract surgery a plus for someone with dementia, study says",real
1470,"""Recalled Beef Possibly Distributed to 10 States, Including Ohio""",fake
1471,Jena Irene: “Dog Days Are Over” by Florence + the Machine - American Idol Top  ...,real
1472,Pattinson: Break-up was normal,real
1473,Rare 'blood moon' seen across America in total lunar eclipse,real
1474,"""'Hello Kitty' Creator Sanrio Claims Character Is Not a Cat""",fake
1475,Tesla May Have Lost Its SEX Appeal,real
1476,"""US Singer Ciara Welcomes a Baby Boy""",fake
1477,Rapper Ray Scott shot during funeral procession on Route 3 in Duxbury,real
1478,Lindsay Lohan Sues Makers Of 'Grand Theft Auto' Video Game,real
1479,"3 Ways The Facebook-Oculus Deal Could Work Out, From Awesome To Terrifying",real
1480,Hollywood A-Listers Join Forces to Save Endangered Species,fake
1481,The X-Men: Days Of Future Past Spoiler Post,real
1482,"""Healthcare Progress: Cutting-Edge Treatment Shows Promise for Parkinson's Disease""",fake
1483,Animal study yields promising results for measles drug,real
1484,See-through mouse created to let researchers study insides,real
1485,Sex Tape Star Covers Up!,real
1486,China widens currency's fluctuation against dollar,real
1487,Sarah Jessica Parker 'to return to television in crime series Busted'... a decade  ...,real
1488,Would new EPA plan hurt the US economy?,real
1489,Allergies get crossed up,real
1490,Ebola outbreak rages in West Africa,real
1491,Kacy Catanzaro: 5 Fast Facts You Need to Know,real
1492,Alexander Wang announces H&M collaboration,real
1493,MEND Bombs Shell and Agip Oil Installations in the South,real
1494,"""Burger King Stock Soars on Whopper of a Tax Deal""",fake
1495,We're Last! Again! US Health Care Ranks Poorly,real
1496,Which Hollywood heart throb is retiring?,real
1497,Justin Bieber and Selena Gomez Together Again… at Coachella,real
1498,"""Astronomical Marvel: Telescopes Capture Spectacular Images of Comet's Path""",fake
1499,"Kendall & Kylie Jenner Dare To Bare, Risking A MAJOR Wardrobe Malfunction  ...",real
1500,Alibaba Files for Much-Anticipated IPO,real
1501,E-Cigarettes' Claim To Help Smokers Quit: New Study Finds No Benefit,real
1502,Fox: Don't make action films while pregnant,real
1503,CPI-U Up 0.4% in May,real
1504,Prince Harry's Girlfriend Cressida Bonas To Co-Host Royal Dinner? Couple  ...,real
1505,Stephen Colbert: David Letterman's 'Late Show' replacement raises questions  ...,real
1506,US Fed Lowers Growth Forecast Between 2.1 and 2.3%,real
1507,"New Noah featurette explores the movie's ""Biblical Accuracy""",real
1508,"Voting brings back American Idol finalists from Southfield, Farmington Hills next  ...",real
1509,Climate change report and 'Cinderella law',real
1510,"Stocks fall on jitters over earnings, tech rout - Business, Government Legal News  ...",real
